photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-12-07/B9188OH_Keluar_2024-12-07_005827.jpg,B9188OH,Keluar,2024-12-07 00:58:27
img_ocr/ocr/2024-12-07/B9128SEU_Keluar_2024-12-07_012158.jpg,B9128SEU,Keluar,2024-12-07 01:21:58
img_ocr/ocr/2024-12-07/B959IQZ_Keluar_2024-12-07_014029.jpg,B959IQZ,Keluar,2024-12-07 01:40:29
img_ocr/ocr/2024-12-07/B9107SEU_Keluar_2024-12-07_021957.jpg,B9107SEU,Keluar,2024-12-07 02:19:57
img_ocr/ocr/2024-12-07/BE8040FM_Keluar_2024-12-07_023300.jpg,BE8040FM,Keluar,2024-12-07 02:33:00
img_ocr/ocr/2024-12-07/BB93OPW_Keluar_2024-12-07_023757.jpg,BB93OPW,Keluar,2024-12-07 02:37:57
img_ocr/ocr/2024-12-07/B938KXV_Keluar_2024-12-07_024104.jpg,B938KXV,Keluar,2024-12-07 02:41:04
img_ocr/ocr/2024-12-07/B9180FG_Masuk_2024-12-07_025002.jpg,B9180FG,Masuk,2024-12-07 02:50:02
img_ocr/ocr/2024-12-07/B9281FEV_Masuk_2024-12-07_025657.jpg,B9281FEV,Masuk,2024-12-07 02:56:57
img_ocr/ocr/2024-12-07/B195KEU_Keluar_2024-12-07_031252.jpg,B195KEU,Keluar,2024-12-07 03:12:52
img_ocr/ocr/2024-12-07/B304UIX_Masuk_2024-12-07_032506.jpg,B304UIX,Masuk,2024-12-07 03:25:06
img_ocr/ocr/2024-12-07/R9304UIX_Masuk_2024-12-07_032544.jpg,R9304UIX,Masuk,2024-12-07 03:25:44
img_ocr/ocr/2024-12-07/R9909IY_Masuk_2024-12-07_033608.jpg,R9909IY,Masuk,2024-12-07 03:36:08
img_ocr/ocr/2024-12-07/B909UIY_Masuk_2024-12-07_033647.jpg,B909UIY,Masuk,2024-12-07 03:36:47
img_ocr/ocr/2024-12-07/BE9840BN_Keluar_2024-12-07_034454.jpg,BE9840BN,Keluar,2024-12-07 03:44:54
img_ocr/ocr/2024-12-07/B9885JH_Keluar_2024-12-07_041411.jpg,B9885JH,Keluar,2024-12-07 04:14:11
img_ocr/ocr/2024-12-07/B9297UEK_Masuk_2024-12-07_042325.jpg,B9297UEK,Masuk,2024-12-07 04:23:25
img_ocr/ocr/2024-12-07/B9635KCA_Keluar_2024-12-07_044442.jpg,B9635KCA,Keluar,2024-12-07 04:44:42
img_ocr/ocr/2024-12-07/B9457KCB_Keluar_2024-12-07_045349.jpg,B9457KCB,Keluar,2024-12-07 04:53:49
img_ocr/ocr/2024-12-07/B9053KCF_Keluar_2024-12-07_050159.jpg,B9053KCF,Keluar,2024-12-07 05:01:59
img_ocr/ocr/2024-12-07/L9415FG_Keluar_2024-12-07_052716.jpg,L9415FG,Keluar,2024-12-07 05:27:16
img_ocr/ocr/2024-12-07/B120INY_Keluar_2024-12-07_053254.jpg,B120INY,Keluar,2024-12-07 05:32:54
img_ocr/ocr/2024-12-07/B912ONY_Keluar_2024-12-07_053327.jpg,B912ONY,Keluar,2024-12-07 05:33:27
img_ocr/ocr/2024-12-07/B9242TXA_Masuk_2024-12-07_053535.jpg,B9242TXA,Masuk,2024-12-07 05:35:35
img_ocr/ocr/2024-12-07/B9242TXA_Masuk_2024-12-07_053619.jpg,B9242TXA,Masuk,2024-12-07 05:36:19
img_ocr/ocr/2024-12-07/B9300KBI_Keluar_2024-12-07_054103.jpg,B9300KBI,Keluar,2024-12-07 05:41:03
img_ocr/ocr/2024-12-07/B9492KDC_Keluar_2024-12-07_055920.jpg,B9492KDC,Keluar,2024-12-07 05:59:20
img_ocr/ocr/2024-12-07/B992KDC_Keluar_2024-12-07_060020.jpg,B992KDC,Keluar,2024-12-07 06:00:20
img_ocr/ocr/2024-12-07/B3900KCA_Keluar_2024-12-07_060756.jpg,B3900KCA,Keluar,2024-12-07 06:07:56
img_ocr/ocr/2024-12-07/B9443KCA_Keluar_2024-12-07_060838.jpg,B9443KCA,Keluar,2024-12-07 06:08:38
img_ocr/ocr/2024-12-07/A9677EA_Masuk_2024-12-07_062053.jpg,A9677EA,Masuk,2024-12-07 06:20:53
img_ocr/ocr/2024-12-07/B9264KCF_Keluar_2024-12-07_063448.jpg,B9264KCF,Keluar,2024-12-07 06:34:48
img_ocr/ocr/2024-12-07/A921IUB_Masuk_2024-12-07_063931.jpg,A921IUB,Masuk,2024-12-07 06:39:31
img_ocr/ocr/2024-12-07/R934KCB_Keluar_2024-12-07_064133.jpg,R934KCB,Keluar,2024-12-07 06:41:33
img_ocr/ocr/2024-12-07/B265KCF_Keluar_2024-12-07_064649.jpg,B265KCF,Keluar,2024-12-07 06:46:49
img_ocr/ocr/2024-12-07/B9054KCF_Keluar_2024-12-07_070318.jpg,B9054KCF,Keluar,2024-12-07 07:03:18
img_ocr/ocr/2024-12-07/B9849FAP_Masuk_2024-12-07_070425.jpg,B9849FAP,Masuk,2024-12-07 07:04:25
img_ocr/ocr/2024-12-07/B9180FG_Keluar_2024-12-07_071547.jpg,B9180FG,Keluar,2024-12-07 07:15:47
img_ocr/ocr/2024-12-07/B9200TFY_Masuk_2024-12-07_072457.jpg,B9200TFY,Masuk,2024-12-07 07:24:57
img_ocr/ocr/2024-12-07/F9744FE_Masuk_2024-12-07_073640.jpg,F9744FE,Masuk,2024-12-07 07:36:40
