photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-09-24/B9885JH_Keluar_2024-09-24_013820.jpg,B9885JH,Keluar,2024-09-24 01:38:20
img_ocr/ocr/2024-09-24/B9591QZ_Keluar_2024-09-24_015155.jpg,B9591QZ,Keluar,2024-09-24 01:51:55
img_ocr/ocr/2024-09-24/B9195KEU_Keluar_2024-09-24_015429.jpg,B9195KEU,Keluar,2024-09-24 01:54:29
img_ocr/ocr/2024-09-24/B9299SXR_Keluar_2024-09-24_015653.jpg,B9299SXR,Keluar,2024-09-24 01:56:53
img_ocr/ocr/2024-09-24/B9180FG_Masuk_2024-09-24_020353.jpg,B9180FG,Masuk,2024-09-24 02:03:53
img_ocr/ocr/2024-09-24/W8956UT_Keluar_2024-09-24_020411.jpg,W8956UT,Keluar,2024-09-24 02:04:11
img_ocr/ocr/2024-09-24/B9391KYT_Masuk_2024-09-24_031031.jpg,B9391KYT,Masuk,2024-09-24 03:10:31
img_ocr/ocr/2024-09-24/Z9286MN_Masuk_2024-09-24_040629.jpg,Z9286MN,Masuk,2024-09-24 04:06:29
img_ocr/ocr/2024-09-24/B9399TEV_Masuk_2024-09-24_041046.jpg,B9399TEV,Masuk,2024-09-24 04:10:46
img_ocr/ocr/2024-09-24/B9457KY_Keluar_2024-09-24_051857.jpg,B9457KY,Keluar,2024-09-24 05:18:57
img_ocr/ocr/2024-09-24/B9457KY_Keluar_2024-09-24_051934.jpg,B9457KY,Keluar,2024-09-24 05:19:34
img_ocr/ocr/2024-09-24/B9504KDC_Keluar_2024-09-24_052305.jpg,B9504KDC,Keluar,2024-09-24 05:23:05
img_ocr/ocr/2024-09-24/B9487KDC_Keluar_2024-09-24_052552.jpg,B9487KDC,Keluar,2024-09-24 05:25:52
img_ocr/ocr/2024-09-24/B989KDC_Keluar_2024-09-24_053536.jpg,B989KDC,Keluar,2024-09-24 05:35:36
img_ocr/ocr/2024-09-24/B9697KCE_Keluar_2024-09-24_053756.jpg,B9697KCE,Keluar,2024-09-24 05:37:56
img_ocr/ocr/2024-09-24/B9054KCF_Keluar_2024-09-24_054002.jpg,B9054KCF,Keluar,2024-09-24 05:40:02
img_ocr/ocr/2024-09-24/A9165EX_Masuk_2024-09-24_054239.jpg,A9165EX,Masuk,2024-09-24 05:42:39
img_ocr/ocr/2024-09-24/B9232IW_Keluar_2024-09-24_054611.jpg,B9232IW,Keluar,2024-09-24 05:46:11
img_ocr/ocr/2024-09-24/B9602KCA_Keluar_2024-09-24_054851.jpg,B9602KCA,Keluar,2024-09-24 05:48:51
img_ocr/ocr/2024-09-24/B9400KCA_Keluar_2024-09-24_055656.jpg,B9400KCA,Keluar,2024-09-24 05:56:56
img_ocr/ocr/2024-09-24/B9675UCJ_Masuk_2024-09-24_055746.jpg,B9675UCJ,Masuk,2024-09-24 05:57:46
img_ocr/ocr/2024-09-24/B9702KCE_Keluar_2024-09-24_055841.jpg,B9702KCE,Keluar,2024-09-24 05:58:41
img_ocr/ocr/2024-09-24/B9639TEZ_Masuk_2024-09-24_062016.jpg,B9639TEZ,Masuk,2024-09-24 06:20:16
img_ocr/ocr/2024-09-24/B9600KDC_Keluar_2024-09-24_062431.jpg,B9600KDC,Keluar,2024-09-24 06:24:31
img_ocr/ocr/2024-09-24/B9265KCF_Keluar_2024-09-24_063001.jpg,B9265KCF,Keluar,2024-09-24 06:30:01
img_ocr/ocr/2024-09-24/B9501KDC_Keluar_2024-09-24_063435.jpg,B9501KDC,Keluar,2024-09-24 06:34:35
img_ocr/ocr/2024-09-24/B9145I_Keluar_2024-09-24_063752.jpg,B9145I,Keluar,2024-09-24 06:37:52
img_ocr/ocr/2024-09-24/B9636KCA_Keluar_2024-09-24_063925.jpg,B9636KCA,Keluar,2024-09-24 06:39:25
img_ocr/ocr/2024-09-24/B9596KDC_Masuk_2024-09-24_065611.jpg,B9596KDC,Masuk,2024-09-24 06:56:11
img_ocr/ocr/2024-09-24/B9596KDC_Keluar_2024-09-24_065640.jpg,B9596KDC,Keluar,2024-09-24 06:56:40
img_ocr/ocr/2024-09-24/B9635KCA_Keluar_2024-09-24_072011.jpg,B9635KCA,Keluar,2024-09-24 07:20:11
img_ocr/ocr/2024-09-24/B9936TXW_Masuk_2024-09-24_075335.jpg,B9936TXW,Masuk,2024-09-24 07:53:35
img_ocr/ocr/2024-09-24/B9457KCB_Keluar_2024-09-24_075657.jpg,B9457KCB,Keluar,2024-09-24 07:56:57
