photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-09-13/B1931TYP_Keluar_2024-09-13_104555.jpeg,B1931TYP,Keluar,2024-09-13 10:45:55
img_ocr/ocr/2024-09-13/B1931TYP_Masuk_2024-09-13_104751.jpeg,B1931TYP,Masuk,2024-09-13 10:47:51
img_ocr/ocr/2024-09-13/B1530KJA_Masuk_2024-09-13_104903.jpeg,B1530KJA,Masuk,2024-09-13 10:49:03
img_ocr/ocr/2024-09-13/B2464FKC_Masuk_2024-09-13_104939.jpeg,B2464FKC,Masuk,2024-09-13 10:49:39
img_ocr/ocr/2024-09-13/B2817KFK_Masuk_2024-09-13_105002.jpeg,B2817KFK,Masuk,2024-09-13 10:50:02
img_ocr/ocr/2024-09-13/B22497TOH_Masuk_2024-09-13_105022.jpeg,B22497TOH,Masuk,2024-09-13 10:50:22
