photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-11-30/B2817KFK_Masuk_2024-11-30_091229.jpg,B2817KFK,Masuk,2024-11-30 09:12:29
img_ocr/ocr/2024-11-30/B2817KFK_Keluar_2024-11-30_091254.jpg,B2817KFK,Keluar,2024-11-30 09:12:54
img_ocr/ocr/2024-11-30/B1931TYP_Masuk_2024-11-30_091318.jpg,B1931TYP,Masuk,2024-11-30 09:13:18
img_ocr/ocr/2024-11-30/B1931TYP_Keluar_2024-11-30_091338.jpg,B1931TYP,Keluar,2024-11-30 09:13:38
img_ocr/ocr/2024-11-30/B2464FKC_Masuk_2024-11-30_091731.jpg,B2464FKC,Masuk,2024-11-30 09:17:31
img_ocr/ocr/2024-11-30/B2464FKC_Keluar_2024-11-30_091828.jpg,B2464FKC,Keluar,2024-11-30 09:18:28
img_ocr/ocr/2024-11-30/B2464FKC_Masuk_2024-11-30_091853.jpg,B2464FKC,Masuk,2024-11-30 09:18:53
img_ocr/ocr/2024-11-30/B2464FKC_Keluar_2024-11-30_091910.jpg,B2464FKC,Keluar,2024-11-30 09:19:10
img_ocr/ocr/2024-11-30/B1730KFH_Keluar_2024-11-30_091938.jpg,B1730KFH,Keluar,2024-11-30 09:19:38
img_ocr/ocr/2024-11-30/B2497TOH_Keluar_2024-11-30_101534.jpg,B2497TOH,Keluar,2024-11-30 10:15:34
img_ocr/ocr/2024-11-30/B9066BYW_Masuk_2024-11-30_190341.jpg,B9066BYW,Masuk,2024-11-30 19:03:41
img_ocr/ocr/2024-11-30/B9299SXR_Keluar_2024-11-30_192327.jpg,B9299SXR,Keluar,2024-11-30 19:23:27
img_ocr/ocr/2024-11-30/B9438KXV_Keluar_2024-11-30_192648.jpg,B9438KXV,Keluar,2024-11-30 19:26:48
img_ocr/ocr/2024-11-30/B938KXV_Masuk_2024-11-30_192727.jpg,B938KXV,Masuk,2024-11-30 19:27:27
img_ocr/ocr/2024-11-30/B9438KXV_Masuk_2024-11-30_192824.jpg,B9438KXV,Masuk,2024-11-30 19:28:24
img_ocr/ocr/2024-11-30/B938KXV_Keluar_2024-11-30_192916.jpg,B938KXV,Keluar,2024-11-30 19:29:16
