photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-12-12/F8489R_Masuk_2024-12-12_001153.jpg,F8489R,Masuk,2024-12-12 00:11:53
img_ocr/ocr/2024-12-12/B209FL_Masuk_2024-12-12_001410.jpg,B209FL,Masuk,2024-12-12 00:14:10
img_ocr/ocr/2024-12-12/B9946OI_Masuk_2024-12-12_001454.jpg,B9946OI,Masuk,2024-12-12 00:14:54
img_ocr/ocr/2024-12-12/B9297UEK_Masuk_2024-12-12_002154.jpg,B9297UEK,Masuk,2024-12-12 00:21:54
img_ocr/ocr/2024-12-12/D813OOD_Keluar_2024-12-12_012419.jpg,D813OOD,Keluar,2024-12-12 01:24:19
img_ocr/ocr/2024-12-12/F9744FE_Keluar_2024-12-12_020907.jpg,F9744FE,Keluar,2024-12-12 02:09:07
img_ocr/ocr/2024-12-12/B9258UM_Masuk_2024-12-12_034233.jpg,B9258UM,Masuk,2024-12-12 03:42:33
img_ocr/ocr/2024-12-12/B863ZW_Masuk_2024-12-12_035122.jpg,B863ZW,Masuk,2024-12-12 03:51:22
img_ocr/ocr/2024-12-12/B9241YRV_Masuk_2024-12-12_044326.jpg,B9241YRV,Masuk,2024-12-12 04:43:26
img_ocr/ocr/2024-12-12/B9241VRV_Masuk_2024-12-12_044400.jpg,B9241VRV,Masuk,2024-12-12 04:44:00
img_ocr/ocr/2024-12-12/B9320UIY_Masuk_2024-12-12_044433.jpg,B9320UIY,Masuk,2024-12-12 04:44:33
img_ocr/ocr/2024-12-12/B9635KCA_Keluar_2024-12-12_045221.jpg,B9635KCA,Keluar,2024-12-12 04:52:21
img_ocr/ocr/2024-12-12/B9697KCE_Keluar_2024-12-12_050439.jpg,B9697KCE,Keluar,2024-12-12 05:04:39
img_ocr/ocr/2024-12-12/B912ONY_Keluar_2024-12-12_051315.jpg,B912ONY,Keluar,2024-12-12 05:13:15
img_ocr/ocr/2024-12-12/A8276FB_Masuk_2024-12-12_051759.jpg,A8276FB,Masuk,2024-12-12 05:17:59
img_ocr/ocr/2024-12-12/B9487KDC_Keluar_2024-12-12_051830.jpg,B9487KDC,Keluar,2024-12-12 05:18:30
img_ocr/ocr/2024-12-12/B443KCA_Keluar_2024-12-12_051901.jpg,B443KCA,Keluar,2024-12-12 05:19:01
img_ocr/ocr/2024-12-12/B900KCA_Keluar_2024-12-12_054910.jpg,B900KCA,Keluar,2024-12-12 05:49:10
img_ocr/ocr/2024-12-12/B9665YU_Masuk_2024-12-12_055050.jpg,B9665YU,Masuk,2024-12-12 05:50:50
img_ocr/ocr/2024-12-12/B9702KCE_Keluar_2024-12-12_055154.jpg,B9702KCE,Keluar,2024-12-12 05:51:54
img_ocr/ocr/2024-12-12/B9600KDC_Keluar_2024-12-12_055301.jpg,B9600KDC,Keluar,2024-12-12 05:53:01
img_ocr/ocr/2024-12-12/B896YD_Keluar_2024-12-12_055354.jpg,B896YD,Keluar,2024-12-12 05:53:54
img_ocr/ocr/2024-12-12/B511BXR_Keluar_2024-12-12_060053.jpg,B511BXR,Keluar,2024-12-12 06:00:53
img_ocr/ocr/2024-12-12/B993KDC_Keluar_2024-12-12_060637.jpg,B993KDC,Keluar,2024-12-12 06:06:37
