photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-12-02/B936FEH_Masuk_2024-12-02_091523.jpg,B936FEH,Masuk,2024-12-02 09:15:23
img_ocr/ocr/2024-12-02/B993KDC_Keluar_2024-12-02_091741.jpg,B993KDC,Keluar,2024-12-02 09:17:41
img_ocr/ocr/2024-12-02/B493KDC_Masuk_2024-12-02_091907.jpg,B493KDC,Masuk,2024-12-02 09:19:07
img_ocr/ocr/2024-12-02/B493KDC_Keluar_2024-12-02_091941.jpg,B493KDC,Keluar,2024-12-02 09:19:41
img_ocr/ocr/2024-12-02/B993KDC_Masuk_2024-12-02_092008.jpg,B993KDC,Masuk,2024-12-02 09:20:08
img_ocr/ocr/2024-12-02/B993KDC_Keluar_2024-12-02_092034.jpg,B993KDC,Keluar,2024-12-02 09:20:34
img_ocr/ocr/2024-12-02/B914SIW_Masuk_2024-12-02_092241.jpg,B914SIW,Masuk,2024-12-02 09:22:41
img_ocr/ocr/2024-12-02/B914SIW_Keluar_2024-12-02_092438.jpg,B914SIW,Keluar,2024-12-02 09:24:38
img_ocr/ocr/2024-12-02/B9701KCE_Keluar_2024-12-02_094222.jpg,B9701KCE,Keluar,2024-12-02 09:42:22
img_ocr/ocr/2024-12-02/B9265KCF_Keluar_2024-12-02_094730.jpg,B9265KCF,Keluar,2024-12-02 09:47:30
img_ocr/ocr/2024-12-02/B9159KCG_Keluar_2024-12-02_100740.jpg,B9159KCG,Keluar,2024-12-02 10:07:40
img_ocr/ocr/2024-12-02/B9344KCE_Keluar_2024-12-02_101020.jpg,B9344KCE,Keluar,2024-12-02 10:10:20
img_ocr/ocr/2024-12-02/BB27SFB_Masuk_2024-12-02_101202.jpg,BB27SFB,Masuk,2024-12-02 10:12:02
img_ocr/ocr/2024-12-02/B9020TFY_Keluar_2024-12-02_102016.jpg,B9020TFY,Keluar,2024-12-02 10:20:16
img_ocr/ocr/2024-12-02/B344KCG_Keluar_2024-12-02_103009.jpg,B344KCG,Keluar,2024-12-02 10:30:09
img_ocr/ocr/2024-12-02/B762TRA_Masuk_2024-12-02_103344.jpg,B762TRA,Masuk,2024-12-02 10:33:44
img_ocr/ocr/2024-12-02/BS2I_Masuk_2024-12-02_103432.jpg,BS2I,Masuk,2024-12-02 10:34:32
img_ocr/ocr/2024-12-02/B2762TRA_Keluar_2024-12-02_104513.jpg,B2762TRA,Keluar,2024-12-02 10:45:13
img_ocr/ocr/2024-12-02/F8543MA_Masuk_2024-12-02_105337.jpg,F8543MA,Masuk,2024-12-02 10:53:37
