photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-12-06/B9271CYT_Masuk_2024-12-06_001925.jpg,B9271CYT,Masuk,2024-12-06 00:19:25
img_ocr/ocr/2024-12-06/F9479FE_Keluar_2024-12-06_003705.jpg,F9479FE,Keluar,2024-12-06 00:37:05
img_ocr/ocr/2024-12-06/B9670TEU_Keluar_2024-12-06_004726.jpg,B9670TEU,Keluar,2024-12-06 00:47:26
img_ocr/ocr/2024-12-06/B9003UEV_Masuk_2024-12-06_005805.jpg,B9003UEV,Masuk,2024-12-06 00:58:05
img_ocr/ocr/2024-12-06/B195KEU_Masuk_2024-12-06_015119.jpg,B195KEU,Masuk,2024-12-06 01:51:19
img_ocr/ocr/2024-12-06/B9434KCB_Keluar_2024-12-06_031649.jpg,B9434KCB,Keluar,2024-12-06 03:16:49
img_ocr/ocr/2024-12-06/B9438KXV_Keluar_2024-12-06_034722.jpg,B9438KXV,Keluar,2024-12-06 03:47:22
img_ocr/ocr/2024-12-06/B9697KCE_Keluar_2024-12-06_044358.jpg,B9697KCE,Keluar,2024-12-06 04:43:58
img_ocr/ocr/2024-12-06/B702KCE_Keluar_2024-12-06_044855.jpg,B702KCE,Keluar,2024-12-06 04:48:55
img_ocr/ocr/2024-12-06/B9487KDC_Keluar_2024-12-06_045747.jpg,B9487KDC,Keluar,2024-12-06 04:57:47
img_ocr/ocr/2024-12-06/B9487KDC_Keluar_2024-12-06_050153.jpg,B9487KDC,Keluar,2024-12-06 05:01:53
img_ocr/ocr/2024-12-06/B987KDC_Keluar_2024-12-06_051137.jpg,B987KDC,Keluar,2024-12-06 05:11:37
img_ocr/ocr/2024-12-06/B9701KCE_Keluar_2024-12-06_052407.jpg,B9701KCE,Keluar,2024-12-06 05:24:07
img_ocr/ocr/2024-12-06/B992KDC_Keluar_2024-12-06_054359.jpg,B992KDC,Keluar,2024-12-06 05:43:59
img_ocr/ocr/2024-12-06/B9504KDC_Keluar_2024-12-06_054450.jpg,B9504KDC,Keluar,2024-12-06 05:44:50
img_ocr/ocr/2024-12-06/B9501KDC_Keluar_2024-12-06_061011.jpg,B9501KDC,Keluar,2024-12-06 06:10:11
img_ocr/ocr/2024-12-06/B9913TEI_Keluar_2024-12-06_061618.jpg,B9913TEI,Keluar,2024-12-06 06:16:18
img_ocr/ocr/2024-12-06/B9403KCA_Keluar_2024-12-06_062725.jpg,B9403KCA,Keluar,2024-12-06 06:27:25
img_ocr/ocr/2024-12-06/B9600KDC_Keluar_2024-12-06_062821.jpg,B9600KDC,Keluar,2024-12-06 06:28:21
img_ocr/ocr/2024-12-06/BB175PU_Keluar_2024-12-06_063422.jpg,BB175PU,Keluar,2024-12-06 06:34:22
img_ocr/ocr/2024-12-06/BB175PU_Masuk_2024-12-06_063543.jpg,BB175PU,Masuk,2024-12-06 06:35:43
img_ocr/ocr/2024-12-06/B9596KDC_Keluar_2024-12-06_065501.jpg,B9596KDC,Keluar,2024-12-06 06:55:01
img_ocr/ocr/2024-12-06/B9264KCF_Keluar_2024-12-06_065701.jpg,B9264KCF,Keluar,2024-12-06 06:57:01
img_ocr/ocr/2024-12-06/B9457KCB_Keluar_2024-12-06_074045.jpg,B9457KCB,Keluar,2024-12-06 07:40:45
img_ocr/ocr/2024-12-06/A9488EX_Masuk_2024-12-06_074857.jpg,A9488EX,Masuk,2024-12-06 07:48:57
img_ocr/ocr/2024-12-06/B9556JK_Masuk_2024-12-06_075343.jpg,B9556JK,Masuk,2024-12-06 07:53:43
img_ocr/ocr/2024-12-06/B9382KUE_Masuk_2024-12-06_075647.jpg,B9382KUE,Masuk,2024-12-06 07:56:47
img_ocr/ocr/2024-12-06/B247UYT_Masuk_2024-12-06_081425.jpg,B247UYT,Masuk,2024-12-06 08:14:25
img_ocr/ocr/2024-12-06/B9400KCA_Keluar_2024-12-06_082544.jpg,B9400KCA,Keluar,2024-12-06 08:25:44
img_ocr/ocr/2024-12-06/B9315BRV_Masuk_2024-12-06_082932.jpg,B9315BRV,Masuk,2024-12-06 08:29:32
