photo_path,ocr,category,time_ocr
img_ocr/ocr/2024-09-18/Z9273MG_Masuk_2024-09-18_152253.jpg,Z9273MG,Masuk,2024-09-18 15:22:53
img_ocr/ocr/2024-09-18/Z9273MG_Keluar_2024-09-18_152320.jpg,Z9273MG,Keluar,2024-09-18 15:23:20
img_ocr/ocr/2024-09-18/B1730KFH_Masuk_2024-09-18_152334.jpeg,B1730KFH,Masuk,2024-09-18 15:23:34
img_ocr/ocr/2024-09-18/B1730KFH_Keluar_2024-09-18_152355.jpeg,B1730KFH,Keluar,2024-09-18 15:23:55
img_ocr/ocr/2024-09-18/B1931TYP_Masuk_2024-09-18_152412.jpeg,B1931TYP,Masuk,2024-09-18 15:24:12
img_ocr/ocr/2024-09-18/B1931TYP_Keluar_2024-09-18_152424.jpeg,B1931TYP,Keluar,2024-09-18 15:24:24
img_ocr/ocr/2024-09-18/B1931TYP_Masuk_2024-09-18_152439.jpeg,B1931TYP,Masuk,2024-09-18 15:24:39
img_ocr/ocr/2024-09-18/B1931TYP_Keluar_2024-09-18_161214.jpeg,B1931TYP,Keluar,2024-09-18 16:12:14
